case_number,employer_name,job_title,salary,case_received_date,decision_date,case_status,work_city,work_state
CASE104306,TechCorp,Project Manager,77117,2022-06-21,2020-01-26,Approved,Pune,TS
CASE104307,DataWorks,Consultant,169980,2022-06-29,2018-06-26,Approved,Pune,KA
CASE104308,GlobalSoft,AI Engineer,176037,2020-11-13,2022-10-13,Approved,Mumbai,MH
CASE104309,NextGen,Data Analyst,57373,2019-12-13,2022-04-07,Approved,Pune,AP
CASE104310,NextGen,Project Manager,85452,2020-11-24,2020-05-27,Pending,Pune,KA
CASE104311,GlobalSoft,AI Engineer,46654,2022-03-18,2022-02-02,Denied,Bangalore,AP
CASE104312,DataWorks,Project Manager,163319,2022-12-30,2021-09-02,Approved,Bangalore,TS
CASE104313,GlobalSoft,Consultant,145646,2023-02-11,2019-08-18,Pending,Mumbai,MH
CASE104314,DataWorks,Software Engineer,66583,2020-05-03,2019-02-03,Approved,Mumbai,TN
CASE104315,InfoSys,AI Engineer,134242,2022-01-24,2021-07-17,Approved,Pune,MH
CASE104316,GlobalSoft,Data Analyst,177432,2021-03-07,2021-09-02,Approved,Chennai,TN
CASE104317,DataWorks,Consultant,93968,2023-02-16,2023-01-23,Approved,Chennai,TN
CASE104318,GlobalSoft,AI Engineer,174815,2022-05-17,2023-04-02,Approved,Hyderabad,MH
CASE104319,GlobalSoft,Data Analyst,178231,2023-01-09,2018-03-31,Approved,Chennai,TN
CASE104320,DataWorks,AI Engineer,171590,2019-12-10,2019-07-29,Approved,Chennai,AP
CASE104321,DataWorks,Consultant,56652,2023-03-28,2021-07-21,Approved,Bangalore,TS
CASE104322,TechCorp,AI Engineer,153114,2022-05-14,2022-10-04,Denied,Hyderabad,KA
CASE104323,GlobalSoft,Project Manager,142489,2018-09-22,2021-06-14,Approved,Hyderabad,TN
CASE104324,NextGen,Consultant,117001,2018-11-29,2020-12-11,Denied,Bangalore,TN
CASE104325,GlobalSoft,AI Engineer,164269,2018-07-07,2019-08-12,Approved,Chennai,MH
CASE104326,GlobalSoft,Software Engineer,116757,2020-12-22,2022-03-23,Pending,Chennai,AP
CASE104327,DataWorks,AI Engineer,64395,2020-03-30,2023-06-21,Approved,Hyderabad,KA
CASE104328,GlobalSoft,Project Manager,173407,2021-07-26,2019-12-01,Pending,Chennai,TN
CASE104329,GlobalSoft,Data Analyst,141978,2022-04-15,2018-10-15,Denied,Hyderabad,AP
CASE104330,NextGen,Data Analyst,171572,2021-04-09,2021-01-05,Approved,Chennai,KA
CASE104331,DataWorks,Data Analyst,164541,2022-03-07,2020-12-16,Approved,Pune,MH
CASE104332,GlobalSoft,Software Engineer,48083,2023-06-11,2020-12-16,Approved,Bangalore,TN
CASE104333,InfoSys,Project Manager,146598,2022-04-06,2023-07-28,Pending,Mumbai,MH
CASE104334,TechCorp,Consultant,176615,2018-10-26,2018-06-24,Approved,Pune,MH
CASE104335,NextGen,Data Analyst,136171,2018-07-20,2020-04-10,Approved,Chennai,TN
CASE104336,GlobalSoft,Project Manager,160423,2021-03-04,2022-02-24,Approved,Mumbai,AP
CASE104337,InfoSys,AI Engineer,46613,2018-09-29,2019-12-04,Approved,Pune,AP
CASE104338,GlobalSoft,Software Engineer,150033,2019-06-19,2018-12-23,Approved,Bangalore,MH
CASE104339,GlobalSoft,Project Manager,116202,2022-01-05,2021-12-15,Pending,Mumbai,MH
CASE104340,DataWorks,Project Manager,125666,2021-01-15,2019-10-22,Approved,Mumbai,TS
CASE104341,DataWorks,Consultant,62068,2018-01-31,2023-08-12,Pending,Bangalore,KA
CASE104342,DataWorks,Project Manager,89057,2021-02-18,2023-12-02,Approved,Pune,MH
CASE104343,InfoSys,Consultant,58946,2018-03-10,2023-08-21,Approved,Mumbai,MH
CASE104344,GlobalSoft,Software Engineer,125237,2022-07-28,2021-05-09,Approved,Bangalore,KA
CASE104345,TechCorp,Software Engineer,45769,2020-06-01,2023-08-17,Denied,Pune,TN
CASE104346,NextGen,AI Engineer,101340,2020-08-18,2021-10-19,Approved,Chennai,AP
CASE104347,DataWorks,Consultant,119199,2020-04-06,2022-04-29,Approved,Hyderabad,TN
CASE104348,DataWorks,Consultant,144222,2022-02-28,2019-08-22,Approved,Chennai,KA
CASE104349,GlobalSoft,Data Analyst,73434,2020-07-12,2023-05-30,Approved,Chennai,KA
CASE104350,GlobalSoft,Data Analyst,62102,2021-03-15,2019-01-12,Denied,Hyderabad,TS
CASE104351,InfoSys,AI Engineer,61536,2020-09-10,2019-03-14,Approved,Chennai,TS
CASE104352,InfoSys,Software Engineer,144639,2021-09-18,2018-06-12,Approved,Chennai,AP
CASE104353,DataWorks,Data Analyst,90775,2019-04-26,2019-10-06,Approved,Bangalore,MH
CASE104354,GlobalSoft,Project Manager,71147,2023-04-14,2018-05-16,Approved,Bangalore,KA
CASE104355,TechCorp,Software Engineer,90526,2021-07-10,2018-10-19,Approved,Pune,TS
CASE104356,NextGen,Project Manager,144663,2018-10-20,2019-06-08,Approved,Mumbai,TN
CASE104357,GlobalSoft,Consultant,152180,2021-12-23,2022-02-13,Approved,Pune,TS
CASE104358,GlobalSoft,Software Engineer,164233,2018-03-27,2018-11-16,Approved,Bangalore,TN
CASE104359,InfoSys,AI Engineer,63088,2020-11-05,2023-03-14,Approved,Bangalore,TS
CASE104360,NextGen,Consultant,108464,2019-12-29,2021-09-29,Approved,Hyderabad,TN
CASE104361,DataWorks,Consultant,145921,2019-09-20,2023-12-03,Approved,Hyderabad,TS
CASE104362,GlobalSoft,Project Manager,99998,2018-04-28,2022-01-08,Approved,Bangalore,TS
CASE104363,DataWorks,Consultant,80382,2018-09-27,2021-10-14,Approved,Chennai,AP
CASE104364,GlobalSoft,Data Analyst,68184,2021-11-19,2018-03-16,Approved,Pune,MH
CASE104365,DataWorks,Software Engineer,77739,2020-09-05,2020-04-24,Denied,Bangalore,KA
CASE104366,NextGen,Data Analyst,167937,2020-05-04,2019-05-10,Approved,Bangalore,MH
CASE104367,InfoSys,Project Manager,179461,2018-06-11,2018-08-18,Approved,Hyderabad,AP
CASE104368,NextGen,Project Manager,57352,2019-12-01,2018-12-25,Approved,Pune,TN
CASE104369,TechCorp,Software Engineer,166788,2021-02-01,2023-04-22,Approved,Pune,MH
CASE104370,InfoSys,Consultant,157843,2022-08-04,2020-04-07,Denied,Mumbai,KA
CASE104371,NextGen,AI Engineer,71828,2018-06-16,2020-01-02,Approved,Bangalore,KA
CASE104372,TechCorp,Project Manager,108040,2018-10-27,2023-08-14,Approved,Mumbai,TN
CASE104373,GlobalSoft,Software Engineer,134279,2018-01-28,2023-05-09,Approved,Hyderabad,KA
CASE104374,GlobalSoft,AI Engineer,134430,2021-12-18,2021-12-02,Denied,Mumbai,AP
CASE104375,DataWorks,Consultant,155957,2022-12-13,2023-11-20,Pending,Chennai,MH
CASE104376,InfoSys,Project Manager,57748,2019-07-16,2022-01-07,Approved,Bangalore,KA
CASE104377,GlobalSoft,Software Engineer,128636,2020-06-01,2018-06-06,Denied,Bangalore,MH
CASE104378,InfoSys,Software Engineer,155158,2018-06-05,2022-03-21,Approved,Pune,TS
CASE104379,GlobalSoft,Software Engineer,50246,2021-09-09,2022-07-09,Approved,Mumbai,MH
CASE104380,DataWorks,Project Manager,99395,2021-10-03,2019-05-27,Approved,Pune,TN
CASE104381,NextGen,AI Engineer,90300,2021-02-18,2021-09-27,Approved,Mumbai,AP
CASE104382,DataWorks,Software Engineer,174158,2023-06-03,2018-11-09,Approved,Mumbai,KA
CASE104383,TechCorp,Consultant,54860,2019-10-14,2023-11-22,Denied,Hyderabad,AP
CASE104384,GlobalSoft,Software Engineer,57013,2022-04-01,2023-09-06,Approved,Mumbai,MH
CASE104385,TechCorp,AI Engineer,178479,2020-03-31,2018-09-26,Approved,Pune,KA
CASE104386,TechCorp,Project Manager,73542,2023-05-28,2021-12-21,Approved,Mumbai,AP
CASE104387,InfoSys,Software Engineer,64935,2019-07-15,2019-01-06,Approved,Mumbai,TN
CASE104388,GlobalSoft,Software Engineer,89079,2021-04-02,2020-07-10,Approved,Bangalore,TS
CASE104389,TechCorp,Consultant,74111,2020-12-21,2022-02-25,Approved,Bangalore,TS
CASE104390,NextGen,Consultant,96550,2021-09-25,2019-05-07,Approved,Bangalore,TN
CASE104391,TechCorp,Software Engineer,116955,2022-08-17,2021-09-08,Approved,Chennai,TS
CASE104392,NextGen,Software Engineer,80565,2018-11-08,2020-04-07,Approved,Bangalore,TN
CASE104393,InfoSys,Consultant,59283,2019-01-11,2020-02-02,Approved,Chennai,MH
CASE104394,TechCorp,AI Engineer,106470,2021-10-01,2018-07-11,Approved,Chennai,TN
CASE104395,DataWorks,Data Analyst,126916,2018-05-30,2022-02-17,Approved,Pune,TS
CASE104396,InfoSys,Data Analyst,119552,2023-03-27,2020-11-05,Approved,Bangalore,MH
CASE104397,NextGen,Software Engineer,78233,2019-08-08,2018-06-11,Approved,Mumbai,TN
CASE104398,InfoSys,Consultant,62695,2019-08-04,2023-03-03,Approved,Hyderabad,TN
CASE104399,TechCorp,Project Manager,166440,2020-09-03,2024-01-07,Denied,Mumbai,MH
CASE104400,GlobalSoft,Project Manager,121257,2018-06-26,2023-04-30,Denied,Bangalore,KA
CASE104401,GlobalSoft,Data Analyst,41505,2018-12-20,2021-06-26,Denied,Mumbai,TS
CASE104402,NextGen,AI Engineer,176435,2019-05-29,2019-12-03,Approved,Bangalore,KA
CASE104403,NextGen,Data Analyst,83614,2018-11-05,2019-06-19,Approved,Bangalore,MH
CASE104404,GlobalSoft,Software Engineer,41010,2018-04-29,2023-12-27,Approved,Mumbai,MH
CASE104405,NextGen,AI Engineer,170560,2022-03-23,2021-07-15,Approved,Chennai,AP
CASE104406,InfoSys,Project Manager,109393,2020-02-06,2018-11-19,Approved,Pune,AP
CASE104407,DataWorks,Consultant,104512,2020-09-22,2023-08-03,Denied,Pune,MH
CASE104408,DataWorks,Consultant,138026,2020-08-30,2020-05-07,Approved,Pune,AP
CASE104409,InfoSys,Software Engineer,115656,2020-07-04,2018-08-05,Approved,Pune,TN
CASE104410,DataWorks,Data Analyst,137686,2019-04-23,2020-12-25,Approved,Hyderabad,KA
CASE104411,TechCorp,Software Engineer,55489,2021-12-08,2022-01-28,Approved,Bangalore,MH
CASE104412,InfoSys,Consultant,99789,2019-08-10,2022-07-31,Approved,Hyderabad,TN
CASE104413,NextGen,Project Manager,109925,2018-12-17,2020-11-27,Approved,Pune,TS
CASE104414,InfoSys,Consultant,89703,2022-03-10,2021-05-16,Approved,Pune,TS
CASE104415,GlobalSoft,AI Engineer,116625,2018-07-14,2023-10-20,Denied,Mumbai,AP
CASE104416,NextGen,Consultant,147535,2021-04-25,2023-12-31,Approved,Pune,AP
CASE104417,GlobalSoft,Consultant,43051,2022-01-13,2020-06-02,Denied,Bangalore,TN
CASE104418,NextGen,AI Engineer,68805,2019-05-11,2023-11-26,Approved,Pune,TS
CASE104419,DataWorks,Data Analyst,134978,2019-05-30,2020-01-19,Approved,Pune,MH
CASE104420,InfoSys,Consultant,84557,2019-11-27,2023-02-20,Approved,Hyderabad,KA
CASE104421,TechCorp,Software Engineer,173627,2023-02-14,2020-06-26,Pending,Bangalore,AP
CASE104422,NextGen,Consultant,90241,2018-09-30,2019-03-08,Approved,Chennai,TN
CASE104423,NextGen,Software Engineer,167838,2020-05-29,2018-04-04,Approved,Mumbai,AP
CASE104424,GlobalSoft,AI Engineer,105994,2018-02-21,2022-01-18,Approved,Chennai,TN
CASE104425,DataWorks,Consultant,154005,2018-09-20,2019-02-07,Approved,Hyderabad,TS
CASE104426,GlobalSoft,AI Engineer,56066,2021-10-23,2018-12-02,Approved,Pune,AP
CASE104427,GlobalSoft,AI Engineer,175793,2018-05-13,2020-08-19,Denied,Mumbai,TN
CASE104428,DataWorks,Data Analyst,117982,2020-09-20,2023-07-14,Approved,Bangalore,TN
CASE104429,TechCorp,Consultant,46304,2021-06-02,2021-12-16,Approved,Mumbai,AP
CASE104430,GlobalSoft,Software Engineer,82967,2018-11-06,2019-01-27,Pending,Hyderabad,KA
CASE104431,GlobalSoft,Software Engineer,118763,2022-05-16,2021-08-10,Denied,Pune,MH
CASE104432,NextGen,Consultant,80462,2023-03-16,2020-01-16,Approved,Hyderabad,TS
CASE104433,DataWorks,Data Analyst,160356,2018-01-16,2022-08-03,Approved,Bangalore,AP
CASE104434,InfoSys,Data Analyst,111834,2022-10-31,2019-07-27,Approved,Chennai,AP
CASE104435,TechCorp,Data Analyst,151023,2018-07-14,2022-04-27,Denied,Pune,KA
CASE104436,TechCorp,Software Engineer,157771,2022-11-22,2022-08-20,Denied,Pune,TS
CASE104437,DataWorks,AI Engineer,115842,2022-01-06,2019-11-13,Denied,Hyderabad,AP
CASE104438,NextGen,Data Analyst,42589,2018-10-30,2020-12-16,Approved,Hyderabad,KA
CASE104439,NextGen,Software Engineer,165023,2020-12-07,2021-01-04,Approved,Hyderabad,MH
CASE104440,DataWorks,Software Engineer,94918,2022-11-06,2019-11-08,Approved,Pune,TN
CASE104441,NextGen,AI Engineer,47711,2021-02-18,2023-02-26,Approved,Hyderabad,MH
CASE104442,TechCorp,Consultant,99430,2022-03-03,2021-01-16,Denied,Mumbai,MH
CASE104443,TechCorp,Consultant,142605,2020-04-11,2020-09-05,Approved,Mumbai,MH
CASE104444,InfoSys,Data Analyst,43970,2019-07-16,2020-09-17,Approved,Mumbai,MH
CASE104445,DataWorks,Data Analyst,109535,2022-02-01,2023-10-28,Denied,Pune,TN
CASE104446,GlobalSoft,AI Engineer,126570,2018-02-10,2020-04-12,Approved,Hyderabad,TS
CASE104447,GlobalSoft,Data Analyst,161315,2022-01-19,2022-09-07,Approved,Bangalore,TS
CASE104448,InfoSys,AI Engineer,152111,2019-06-18,2022-06-26,Denied,Hyderabad,KA
CASE104449,InfoSys,Software Engineer,81730,2019-01-06,2021-12-03,Pending,Pune,KA
CASE104450,NextGen,Data Analyst,163252,2021-04-20,2023-09-19,Denied,Mumbai,AP
CASE104451,InfoSys,Software Engineer,177022,2019-06-01,2020-01-26,Approved,Pune,MH
CASE104452,InfoSys,Project Manager,103944,2019-10-19,2021-12-05,Approved,Hyderabad,MH
CASE104453,GlobalSoft,AI Engineer,147437,2023-03-08,2018-08-21,Approved,Pune,TN
CASE104454,NextGen,Project Manager,166794,2019-08-13,2020-08-29,Approved,Bangalore,MH
CASE104455,InfoSys,Data Analyst,112123,2018-08-19,2019-09-11,Approved,Pune,TN
CASE104456,InfoSys,Software Engineer,62880,2020-03-19,2019-08-24,Denied,Chennai,AP
CASE104457,NextGen,Data Analyst,127829,2021-10-03,2018-08-14,Approved,Pune,KA
CASE104458,DataWorks,Project Manager,172633,2019-04-24,2021-10-07,Approved,Hyderabad,KA
CASE104459,NextGen,Data Analyst,93205,2021-05-17,2019-03-24,Denied,Chennai,AP
CASE104460,GlobalSoft,Consultant,146948,2019-11-06,2022-07-31,Denied,Mumbai,AP
CASE104461,DataWorks,Project Manager,99810,2022-08-31,2021-10-27,Approved,Hyderabad,MH
CASE104462,TechCorp,Data Analyst,153089,2018-10-05,2018-02-08,Pending,Bangalore,KA
CASE104463,NextGen,Software Engineer,104482,2022-11-08,2019-07-16,Pending,Pune,TS
CASE104464,GlobalSoft,Data Analyst,109192,2022-09-08,2018-06-28,Pending,Pune,AP
CASE104465,DataWorks,Software Engineer,127154,2018-02-22,2022-05-02,Denied,Hyderabad,KA
CASE104466,NextGen,Consultant,126066,2023-02-28,2020-12-01,Denied,Pune,KA
CASE104467,InfoSys,Data Analyst,168514,2020-10-30,2019-05-21,Approved,Pune,TN
CASE104468,NextGen,Consultant,72977,2022-08-09,2022-07-06,Approved,Mumbai,KA
CASE104469,TechCorp,Project Manager,44983,2022-10-29,2023-07-03,Approved,Pune,AP
CASE104470,NextGen,Software Engineer,89029,2020-01-18,2021-01-11,Approved,Pune,MH
CASE104471,DataWorks,Project Manager,162668,2019-04-09,2018-08-24,Approved,Mumbai,KA
CASE104472,DataWorks,Software Engineer,82837,2020-01-24,2020-02-14,Approved,Pune,TS
CASE104473,NextGen,Consultant,157512,2023-01-15,2020-07-31,Approved,Mumbai,AP
CASE104474,DataWorks,AI Engineer,106786,2019-08-06,2018-03-25,Pending,Bangalore,MH
CASE104475,InfoSys,Data Analyst,44758,2018-06-07,2022-06-22,Denied,Pune,MH
CASE104476,NextGen,Consultant,142667,2018-01-19,2023-01-31,Approved,Hyderabad,AP
CASE104477,InfoSys,Software Engineer,148119,2018-02-24,2019-01-09,Approved,Chennai,MH
CASE104478,InfoSys,Software Engineer,140157,2023-06-03,2021-05-07,Denied,Bangalore,TS
CASE104479,GlobalSoft,Software Engineer,122673,2022-10-17,2023-05-17,Denied,Pune,KA
CASE104480,NextGen,Software Engineer,137639,2023-06-15,2021-04-29,Pending,Hyderabad,AP
CASE104481,DataWorks,Data Analyst,172940,2019-12-22,2020-01-03,Pending,Chennai,KA
CASE104482,InfoSys,Project Manager,154869,2020-11-10,2021-09-02,Pending,Mumbai,KA
CASE104483,GlobalSoft,AI Engineer,59728,2021-07-29,2023-04-13,Approved,Pune,MH
CASE104484,NextGen,Data Analyst,143542,2020-01-31,2018-08-17,Approved,Mumbai,AP
CASE104485,NextGen,Software Engineer,133565,2022-04-13,2019-02-23,Denied,Bangalore,KA
CASE104486,TechCorp,Data Analyst,165019,2020-10-15,2019-05-19,Approved,Chennai,TN
CASE104487,TechCorp,Consultant,176352,2023-05-13,2021-12-05,Denied,Chennai,TS
CASE104488,InfoSys,Software Engineer,142548,2021-12-11,2020-03-05,Approved,Mumbai,MH
CASE104489,TechCorp,AI Engineer,173236,2020-03-18,2022-08-12,Denied,Mumbai,AP
CASE104490,InfoSys,Software Engineer,161289,2019-12-24,2019-09-14,Approved,Bangalore,AP
CASE104491,DataWorks,AI Engineer,169068,2018-10-12,2023-02-22,Approved,Hyderabad,MH
CASE104492,InfoSys,AI Engineer,119624,2022-04-05,2021-01-30,Approved,Pune,KA
CASE104493,TechCorp,Project Manager,42821,2022-04-05,2020-10-08,Pending,Hyderabad,MH
CASE104494,DataWorks,Project Manager,95090,2019-05-26,2018-07-17,Approved,Chennai,AP
CASE104495,TechCorp,Data Analyst,86454,2023-02-09,2018-11-10,Pending,Pune,TN
CASE104496,InfoSys,Data Analyst,144273,2020-10-18,2021-05-13,Denied,Bangalore,KA
CASE104497,GlobalSoft,AI Engineer,144472,2021-11-20,2021-06-27,Denied,Hyderabad,MH
CASE104498,NextGen,Software Engineer,171935,2018-04-30,2020-07-09,Denied,Hyderabad,AP
CASE104499,TechCorp,Consultant,56148,2018-04-07,2022-08-12,Approved,Pune,AP
CASE104500,InfoSys,Consultant,126545,2018-04-30,2018-06-01,Approved,Bangalore,AP
CASE104501,DataWorks,Software Engineer,94459,2022-04-10,2020-05-12,Approved,Bangalore,TN
CASE104502,TechCorp,Software Engineer,124224,2021-03-22,2023-05-07,Denied,Hyderabad,KA
CASE104503,TechCorp,Project Manager,106189,2021-06-22,2020-11-17,Denied,Hyderabad,MH
CASE104504,NextGen,Consultant,179201,2022-12-01,2023-07-17,Approved,Mumbai,KA
CASE104505,InfoSys,AI Engineer,131954,2022-03-20,2020-07-13,Approved,Pune,AP
CASE104506,GlobalSoft,Data Analyst,63118,2019-01-28,2022-03-26,Approved,Bangalore,TN
CASE104507,DataWorks,Project Manager,171515,2021-03-12,2018-11-15,Approved,Chennai,TN
CASE104508,InfoSys,Consultant,129379,2022-03-08,2021-01-11,Approved,Pune,AP
CASE104509,DataWorks,Software Engineer,61053,2020-03-04,2021-11-02,Approved,Mumbai,KA
CASE104510,TechCorp,Consultant,136384,2023-02-14,2021-01-09,Approved,Pune,KA
CASE104511,NextGen,AI Engineer,157545,2023-02-25,2020-05-18,Approved,Hyderabad,TN
CASE104512,NextGen,Project Manager,166675,2018-08-08,2018-03-11,Approved,Pune,TS
CASE104513,GlobalSoft,Software Engineer,133749,2020-04-18,2018-07-28,Approved,Pune,TN
CASE104514,NextGen,AI Engineer,179363,2018-06-09,2018-08-01,Approved,Pune,TN
CASE104515,TechCorp,Data Analyst,56285,2021-01-04,2022-11-25,Approved,Chennai,MH
CASE104516,GlobalSoft,Project Manager,101589,2019-09-03,2021-05-02,Approved,Mumbai,TN
CASE104517,InfoSys,AI Engineer,53944,2022-09-12,2022-12-05,Approved,Pune,TS
CASE104518,NextGen,AI Engineer,141041,2019-10-01,2021-12-01,Approved,Pune,TN
CASE104519,GlobalSoft,Software Engineer,128876,2020-11-21,2020-01-05,Approved,Chennai,KA
CASE104520,TechCorp,Data Analyst,135561,2020-02-16,2019-06-11,Denied,Bangalore,MH
CASE104521,DataWorks,AI Engineer,94391,2018-11-30,2019-09-19,Approved,Pune,MH
CASE104522,DataWorks,Project Manager,41607,2022-03-29,2019-05-19,Approved,Pune,TN
CASE104523,TechCorp,AI Engineer,42953,2022-01-03,2019-12-16,Approved,Bangalore,MH
CASE104524,TechCorp,Consultant,84941,2020-06-10,2020-12-26,Approved,Pune,MH
CASE104525,DataWorks,Project Manager,101683,2020-07-28,2022-07-11,Denied,Pune,TN
CASE104526,GlobalSoft,Project Manager,149588,2018-12-18,2022-08-22,Approved,Pune,TS
CASE104527,DataWorks,AI Engineer,162080,2021-09-24,2018-12-15,Approved,Mumbai,TN
CASE104528,TechCorp,Software Engineer,51154,2020-07-14,2022-01-05,Approved,Hyderabad,KA
CASE104529,NextGen,Project Manager,165542,2021-11-24,2022-09-21,Approved,Mumbai,AP
CASE104530,InfoSys,Consultant,128529,2019-01-31,2023-07-12,Approved,Bangalore,TS
CASE104531,NextGen,Software Engineer,54323,2021-05-10,2018-09-16,Approved,Mumbai,TN
CASE104532,NextGen,Software Engineer,77693,2023-06-09,2020-01-29,Approved,Mumbai,TS
CASE104533,TechCorp,Software Engineer,129170,2019-06-14,2021-08-10,Approved,Chennai,AP
CASE104534,DataWorks,Project Manager,85111,2023-04-17,2022-03-21,Approved,Bangalore,MH
CASE104535,GlobalSoft,Software Engineer,79491,2021-01-21,2019-08-14,Denied,Bangalore,MH
CASE104536,NextGen,AI Engineer,89336,2022-12-21,2021-11-06,Approved,Bangalore,AP
CASE104537,DataWorks,Software Engineer,56905,2018-12-24,2022-02-04,Approved,Mumbai,MH
CASE104538,GlobalSoft,Consultant,70273,2021-11-20,2018-02-24,Approved,Bangalore,TS
CASE104539,NextGen,Data Analyst,165191,2020-04-07,2021-03-30,Approved,Chennai,MH
CASE104540,GlobalSoft,Consultant,155936,2018-03-01,2019-02-04,Denied,Pune,AP
CASE104541,DataWorks,Project Manager,106538,2019-04-22,2022-01-29,Approved,Mumbai,AP
CASE104542,InfoSys,Software Engineer,144570,2022-10-16,2020-11-07,Approved,Pune,AP
CASE104543,DataWorks,Software Engineer,133339,2019-09-04,2019-10-03,Approved,Pune,KA
CASE104544,TechCorp,AI Engineer,161132,2018-01-01,2021-11-06,Approved,Mumbai,TS
CASE104545,GlobalSoft,Software Engineer,168993,2022-04-28,2023-01-30,Approved,Mumbai,AP
CASE104546,InfoSys,Consultant,51330,2018-11-07,2023-08-28,Denied,Bangalore,TS
CASE104547,GlobalSoft,Project Manager,112553,2018-06-17,2021-06-04,Denied,Chennai,KA
CASE104548,GlobalSoft,Data Analyst,123537,2018-07-11,2023-12-27,Approved,Mumbai,TS
CASE104549,NextGen,Software Engineer,100985,2020-11-23,2023-03-29,Pending,Pune,TN
CASE104550,TechCorp,Data Analyst,57044,2020-11-23,2023-05-31,Approved,Mumbai,KA
CASE104551,GlobalSoft,Software Engineer,162304,2022-09-08,2020-01-20,Denied,Chennai,KA
CASE104552,DataWorks,Project Manager,176322,2021-12-11,2021-02-09,Denied,Hyderabad,MH
CASE104553,DataWorks,Consultant,63289,2019-12-09,2022-05-10,Approved,Pune,AP
CASE104554,NextGen,Project Manager,73087,2021-03-27,2023-05-05,Approved,Hyderabad,KA
CASE104555,TechCorp,Data Analyst,115952,2022-11-16,2019-10-28,Pending,Hyderabad,TS
CASE104556,TechCorp,Software Engineer,76368,2022-03-04,2021-04-17,Approved,Chennai,TN
CASE104557,DataWorks,Data Analyst,160648,2019-01-01,2022-11-19,Approved,Mumbai,TS
CASE104558,InfoSys,Consultant,110815,2021-09-25,2023-05-11,Approved,Hyderabad,TS
CASE104559,NextGen,Project Manager,130693,2020-05-07,2019-01-21,Denied,Bangalore,TN
CASE104560,NextGen,Data Analyst,98900,2021-09-20,2023-09-20,Pending,Mumbai,MH
CASE104561,DataWorks,Data Analyst,55494,2022-05-26,2022-01-09,Approved,Pune,AP
