case_id,continent,country_of_applicant,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,visa_type,application_season,processing_center,processing_time_days,case_status
107211,Oceania,Japan,Master's,Y,N,17625,1970,Northeast,80994.68,Weekly,N,Business,Summer,Center D,360,Certified
107212,North America,China,Master's,Y,Y,33339,1962,Midwest,27330.08,Hourly,N,Business,Fall,Center C,186,Denied
107213,North America,Nigeria,Bachelor's,Y,N,8115,1955,West,14757.53,Yearly,Y,Business,Fall,Center B,248,Certified
107214,Europe,Japan,High School,Y,Y,31946,1970,South,1825.48,Weekly,Y,Work,Summer,Center B,276,Certified
107215,Africa,UK,PhD,N,Y,29520,1983,West,68370.0,Monthly,Y,PR,Fall,Center B,135,Certified
107216,Africa,UAE,Master's,Y,N,44413,1994,Midwest,70199.32,Yearly,Y,Dependent,Summer,Center A,138,Certified
107217,Oceania,Australia,Diploma,Y,Y,13629,2021,Midwest,73786.03,Hourly,N,Work,Fall,Center C,250,Certified
107218,Africa,China,Bachelor's,Y,N,16015,1959,West,99754.15,Monthly,Y,Business,Fall,Center A,250,Certified
107219,Africa,UAE,Master's,Y,N,13735,1966,South,51464.08,Weekly,N,PR,Winter,Center A,192,Certified
107220,Asia,Nigeria,High School,Y,N,25434,1996,West,114208.79,Hourly,Y,Business,Winter,Center D,134,Certified
107221,South America,India,Bachelor's,N,Y,16785,1986,West,77334.84,Yearly,N,Business,Spring,Center D,306,Denied
107222,Europe,Australia,Bachelor's,N,N,8406,1992,West,39890.69,Hourly,Y,Work,Winter,Center C,334,Certified
107223,Europe,UK,High School,N,Y,20834,1989,South,78172.64,Weekly,Y,Dependent,Summer,Center D,311,Certified
107224,Asia,UK,Master's,Y,N,28232,1976,South,111025.16,Yearly,N,Dependent,Summer,Center B,67,Denied
107225,North America,Brazil,High School,Y,N,31878,1987,Midwest,56442.14,Monthly,Y,Dependent,Spring,Center C,293,Certified
107226,South America,Nigeria,Master's,Y,Y,15455,1992,Midwest,117586.1,Hourly,Y,Dependent,Fall,Center D,85,Certified
107227,Europe,India,Diploma,Y,N,25490,1998,West,17503.57,Weekly,Y,Student,Fall,Center D,202,Certified
107228,North America,UAE,High School,N,Y,25928,1958,West,104559.55,Monthly,N,Student,Winter,Center C,38,Certified
107229,Africa,Nigeria,High School,Y,N,26776,1965,West,4495.79,Hourly,Y,Student,Summer,Center A,30,Certified
107230,Oceania,China,Bachelor's,Y,Y,40363,1989,West,13223.03,Monthly,Y,Student,Spring,Center C,300,Certified
107231,South America,Germany,Bachelor's,N,N,24052,2001,Midwest,149246.44,Monthly,N,Tourist,Winter,Center C,268,Certified
107232,South America,UAE,Diploma,N,Y,9261,2011,Northeast,116893.17,Hourly,Y,Business,Fall,Center A,98,Certified
107233,Oceania,China,High School,Y,N,30007,1977,Midwest,138865.67,Yearly,Y,Business,Fall,Center C,19,Certified
107234,Africa,Canada,Master's,Y,N,25915,1950,Midwest,140252.56,Monthly,Y,Work,Winter,Center B,10,Denied
107235,Europe,UAE,Master's,Y,N,31598,1986,South,62677.22,Weekly,Y,Work,Fall,Center A,302,Certified
107236,South America,Brazil,High School,Y,N,9423,1976,West,142610.28,Yearly,Y,Dependent,Spring,Center B,245,Denied
107237,Asia,China,Bachelor's,Y,Y,43320,1987,South,77411.76,Hourly,Y,Student,Spring,Center C,92,Denied
107238,Asia,Nigeria,Diploma,N,Y,19140,1957,South,1514.7,Yearly,Y,Work,Winter,Center B,248,Certified
107239,Asia,Japan,High School,Y,N,46833,1996,Midwest,56667.35,Hourly,Y,Student,Spring,Center A,220,Certified
107240,Oceania,UK,Master's,Y,N,8442,1975,Northeast,142975.15,Monthly,Y,PR,Summer,Center A,223,Certified
107241,South America,Canada,PhD,N,Y,7931,1954,South,91763.38,Weekly,Y,PR,Fall,Center B,280,Certified
107242,Europe,Brazil,Master's,N,N,18085,1963,Midwest,15475.86,Yearly,Y,Dependent,Spring,Center B,94,Certified
107243,Oceania,India,Diploma,Y,N,42221,2009,Midwest,144181.36,Monthly,Y,Student,Fall,Center D,12,Denied
107244,North America,Canada,Master's,N,N,34142,2019,Northeast,100705.51,Hourly,Y,Business,Summer,Center C,194,Certified
107245,Europe,India,Bachelor's,Y,Y,38975,1966,West,69336.47,Yearly,Y,Business,Fall,Center B,93,Certified
107246,North America,UAE,Master's,N,Y,46072,2022,Northeast,119306.09,Yearly,Y,Student,Fall,Center A,116,Certified
107247,South America,Canada,Bachelor's,Y,Y,33553,1981,West,89047.49,Yearly,Y,PR,Fall,Center A,249,Certified
107248,Africa,Canada,Diploma,Y,N,22302,1967,West,78499.9,Yearly,Y,PR,Fall,Center D,155,Denied
107249,North America,UK,High School,Y,N,17495,1984,Northeast,34973.11,Hourly,N,Work,Winter,Center B,333,Certified
107250,North America,India,Bachelor's,Y,Y,6904,2016,Northeast,14458.39,Yearly,Y,PR,Winter,Center D,288,Certified
107251,Europe,UAE,High School,Y,Y,46395,2004,West,107034.61,Monthly,N,Work,Spring,Center B,163,Certified
107252,South America,Brazil,High School,Y,N,13966,1988,South,103940.79,Monthly,Y,Tourist,Fall,Center A,308,Denied
107253,Europe,UK,PhD,Y,N,37809,1979,West,30956.88,Hourly,Y,PR,Fall,Center A,20,Certified
107254,South America,Nigeria,Diploma,N,Y,47258,2021,Northeast,136138.05,Weekly,Y,PR,Fall,Center C,305,Certified
107255,North America,UAE,High School,Y,N,22387,1981,Midwest,83022.8,Hourly,N,Business,Spring,Center B,326,Certified
107256,Africa,Germany,Bachelor's,Y,Y,41638,1999,South,107394.25,Weekly,N,Work,Winter,Center D,344,Certified
107257,Oceania,Nigeria,PhD,Y,Y,15877,2012,Northeast,26783.78,Monthly,Y,Student,Winter,Center B,275,Certified
107258,South America,Germany,Bachelor's,Y,Y,38684,2022,Midwest,112932.98,Hourly,N,Work,Winter,Center D,52,Certified
107259,North America,Australia,Bachelor's,Y,N,21580,1954,West,60395.04,Hourly,Y,Dependent,Winter,Center B,88,Certified
107260,Oceania,China,Master's,Y,Y,25818,1972,Midwest,33929.58,Yearly,Y,Student,Winter,Center B,245,Denied
107261,Oceania,Canada,High School,N,N,47000,1999,South,124485.96,Monthly,Y,Student,Winter,Center A,58,Denied
107262,Africa,Brazil,Diploma,Y,N,17464,2005,South,62354.12,Monthly,Y,Student,Winter,Center D,188,Certified
107263,Europe,Japan,PhD,N,Y,10167,1990,Midwest,90282.77,Monthly,Y,Student,Summer,Center A,298,Certified
107264,Europe,Japan,Diploma,Y,N,18195,2005,Northeast,119660.78,Yearly,Y,Student,Fall,Center D,20,Certified
107265,South America,India,Bachelor's,Y,N,16028,2009,West,130416.11,Yearly,Y,Business,Summer,Center B,35,Certified
107266,South America,UAE,High School,Y,Y,16743,2011,Northeast,119355.18,Monthly,N,Tourist,Winter,Center C,197,Certified
107267,South America,India,High School,Y,N,48188,1977,Northeast,102902.31,Monthly,N,Dependent,Spring,Center C,328,Certified
107268,Europe,Australia,Master's,N,Y,272,1981,West,50799.93,Hourly,Y,Tourist,Fall,Center D,248,Certified
107269,South America,UAE,High School,N,Y,20800,1953,West,18596.46,Monthly,N,Work,Winter,Center C,193,Certified
107270,North America,Brazil,Bachelor's,Y,N,45421,1979,South,120494.86,Monthly,N,PR,Fall,Center C,53,Certified
107271,Oceania,Canada,PhD,N,Y,25275,2005,Northeast,83088.38,Yearly,N,Work,Winter,Center A,72,Certified
107272,Asia,Germany,High School,Y,Y,32726,1960,West,35971.72,Hourly,Y,Dependent,Summer,Center D,240,Certified
107273,Asia,UAE,High School,N,N,18542,1950,South,35637.21,Hourly,Y,Tourist,Fall,Center D,349,Certified
107274,South America,India,Bachelor's,N,N,44353,1998,Northeast,14358.96,Yearly,Y,Business,Spring,Center C,11,Certified
107275,North America,India,PhD,Y,Y,37770,2016,Northeast,129698.32,Yearly,Y,Business,Winter,Center A,14,Certified
107276,North America,China,Bachelor's,N,N,31685,2003,Northeast,99532.99,Yearly,Y,Business,Fall,Center A,251,Certified
107277,North America,Brazil,High School,N,N,24964,1970,Northeast,64816.98,Hourly,Y,Tourist,Spring,Center A,184,Certified
107278,Oceania,Nigeria,Diploma,Y,N,21835,1989,Northeast,94607.77,Monthly,Y,Work,Winter,Center D,312,Certified
107279,Africa,Japan,PhD,Y,Y,34689,1981,West,134289.15,Weekly,Y,Work,Spring,Center C,265,Certified
107280,Oceania,Australia,High School,Y,Y,30710,2004,Midwest,22635.14,Hourly,Y,Work,Fall,Center C,143,Certified
107281,North America,Brazil,Bachelor's,N,Y,25669,1966,Midwest,23948.32,Hourly,Y,Tourist,Spring,Center A,236,Certified
107282,Europe,UAE,PhD,Y,N,18556,1960,Northeast,26352.06,Weekly,N,PR,Fall,Center B,43,Denied
107283,Europe,UAE,Master's,Y,N,35366,2023,Midwest,146752.17,Monthly,Y,PR,Fall,Center D,20,Certified
107284,North America,Germany,Diploma,Y,Y,38614,2024,South,76460.86,Hourly,Y,Student,Summer,Center D,303,Certified
107285,Asia,India,Bachelor's,Y,N,20785,1972,West,21307.99,Weekly,Y,PR,Fall,Center C,290,Certified
107286,Africa,Canada,Bachelor's,Y,Y,2378,1974,South,9582.95,Yearly,Y,Tourist,Spring,Center B,189,Certified
107287,Oceania,Nigeria,High School,N,N,37293,2008,West,89175.64,Yearly,Y,Student,Summer,Center C,223,Certified
107288,Europe,Germany,PhD,Y,N,16252,2002,South,1697.41,Weekly,Y,Business,Spring,Center A,89,Certified
107289,Europe,Germany,Master's,Y,N,18375,2018,West,106217.27,Monthly,Y,Tourist,Spring,Center A,290,Certified
107290,Europe,Australia,High School,Y,N,23999,1967,West,124977.31,Weekly,Y,Work,Spring,Center C,313,Certified
107291,Oceania,India,Bachelor's,N,N,29103,1971,Northeast,94290.29,Yearly,Y,PR,Fall,Center C,333,Certified
107292,Africa,Canada,High School,Y,Y,8128,2012,South,113726.02,Yearly,Y,Dependent,Summer,Center C,54,Certified
107293,North America,Australia,PhD,Y,N,23039,2021,Midwest,39894.97,Weekly,Y,Business,Winter,Center D,349,Denied
107294,Africa,Japan,Bachelor's,Y,N,40917,1965,West,111300.64,Hourly,Y,Business,Fall,Center A,146,Certified
107295,North America,Australia,Diploma,Y,Y,8203,2008,Northeast,26183.76,Monthly,N,Tourist,Spring,Center D,238,Certified
107296,South America,Nigeria,Master's,Y,N,32102,1958,West,97646.7,Monthly,N,Tourist,Fall,Center B,214,Certified
107297,Europe,Nigeria,High School,N,N,38232,1973,Northeast,35664.13,Weekly,Y,Tourist,Fall,Center A,340,Certified
107298,Oceania,Brazil,Bachelor's,Y,N,10076,1951,Midwest,104716.8,Weekly,Y,Student,Winter,Center B,301,Certified
107299,Asia,Nigeria,Bachelor's,N,Y,8034,1956,West,114540.33,Weekly,Y,Business,Winter,Center C,126,Certified
107300,Africa,UAE,Master's,Y,Y,49557,2002,West,126149.79,Weekly,Y,Work,Spring,Center D,270,Certified
107301,Oceania,Brazil,Master's,N,N,21958,2020,West,12109.65,Yearly,Y,PR,Winter,Center B,60,Certified
107302,Africa,UAE,Master's,N,N,1488,2003,Northeast,20306.86,Weekly,Y,Work,Winter,Center B,280,Certified
107303,Oceania,Brazil,PhD,N,N,33814,2000,Northeast,1361.22,Hourly,Y,Business,Winter,Center A,106,Certified
107304,Europe,Australia,Diploma,Y,N,3621,1958,Midwest,102527.89,Monthly,Y,Work,Summer,Center D,81,Certified
107305,Europe,UK,High School,Y,Y,48169,2009,Midwest,109755.72,Monthly,Y,PR,Fall,Center B,63,Certified
107306,Oceania,China,High School,N,Y,30641,1985,West,39313.22,Yearly,Y,Business,Summer,Center A,359,Certified
107307,Asia,Germany,Bachelor's,Y,N,42058,1979,West,110192.08,Hourly,N,PR,Summer,Center C,258,Certified
107308,Asia,Japan,Diploma,Y,Y,33866,1973,Northeast,92668.66,Hourly,Y,Work,Winter,Center B,227,Certified
107309,Europe,Brazil,Bachelor's,Y,N,32734,1975,South,98861.78,Monthly,Y,PR,Spring,Center D,95,Certified
107310,Oceania,UAE,PhD,N,N,33577,1972,South,73242.02,Monthly,Y,Business,Spring,Center C,144,Certified
107311,North America,China,Bachelor's,Y,N,5981,1991,West,744.08,Monthly,Y,Dependent,Winter,Center D,30,Certified
107312,Europe,Nigeria,High School,Y,Y,29428,2024,Northeast,1295.08,Monthly,Y,Work,Fall,Center A,211,Certified
107313,Asia,Japan,Diploma,N,N,4436,1965,West,36177.02,Yearly,Y,Student,Fall,Center C,218,Certified
107314,Europe,Germany,Diploma,N,Y,27121,1999,Northeast,12088.2,Hourly,Y,Dependent,Summer,Center D,245,Certified
107315,Asia,Brazil,Diploma,N,N,36990,1974,Northeast,51745.6,Hourly,Y,Work,Summer,Center B,199,Denied
107316,South America,Brazil,Diploma,Y,N,34583,1952,West,67180.1,Hourly,Y,PR,Spring,Center D,108,Certified
107317,North America,UAE,Diploma,N,N,49627,2011,West,32635.4,Monthly,Y,Student,Winter,Center C,213,Certified
107318,Oceania,Australia,High School,Y,Y,47615,2022,West,75578.31,Hourly,N,Student,Summer,Center B,138,Certified
107319,Asia,UK,Master's,Y,Y,40896,1966,West,49154.56,Hourly,Y,Student,Summer,Center C,208,Certified
107320,Oceania,Germany,Bachelor's,Y,N,37578,2012,West,135345.29,Monthly,Y,Dependent,Winter,Center B,32,Certified
107321,Africa,Australia,Bachelor's,N,Y,17421,1955,West,68593.49,Yearly,Y,Student,Summer,Center D,166,Denied
107322,Africa,Canada,Diploma,Y,N,1659,1985,Midwest,50084.4,Monthly,Y,PR,Fall,Center A,32,Certified
107323,Oceania,Germany,PhD,N,N,46653,1993,South,146342.77,Hourly,Y,Business,Fall,Center A,349,Certified
107324,North America,Germany,Master's,Y,N,2285,1979,South,55428.14,Weekly,Y,Dependent,Winter,Center C,91,Certified
107325,North America,India,Bachelor's,Y,Y,6246,1962,Northeast,114505.09,Yearly,Y,Dependent,Winter,Center D,215,Denied
107326,Africa,UK,High School,Y,N,6223,1998,South,119057.54,Hourly,Y,Business,Fall,Center B,176,Certified
107327,Oceania,Brazil,High School,N,Y,45301,1975,Midwest,7333.24,Yearly,N,Business,Winter,Center D,167,Certified
107328,Oceania,Brazil,High School,N,Y,16827,1959,West,44444.21,Monthly,Y,Business,Fall,Center A,54,Certified
107329,Oceania,UAE,PhD,Y,Y,35566,2007,Northeast,130081.68,Hourly,Y,Student,Winter,Center B,154,Certified
107330,Oceania,Brazil,High School,Y,Y,16314,2015,Northeast,134475.83,Hourly,Y,Student,Winter,Center C,16,Certified
107331,Oceania,Canada,Diploma,Y,N,1285,1980,South,1390.16,Weekly,Y,Work,Spring,Center D,311,Certified
107332,South America,Germany,Bachelor's,N,N,19963,2003,Midwest,31014.49,Hourly,N,Tourist,Spring,Center D,265,Certified
107333,South America,Brazil,PhD,N,N,36186,1958,Midwest,97253.63,Hourly,Y,Dependent,Fall,Center B,118,Certified
107334,Asia,Canada,Diploma,Y,N,13310,2012,Northeast,91177.44,Weekly,Y,PR,Winter,Center D,116,Certified
107335,North America,Germany,High School,N,N,7107,2018,South,58288.99,Yearly,Y,PR,Winter,Center D,289,Certified
107336,Africa,UK,Diploma,Y,N,16496,1957,Northeast,95844.2,Weekly,Y,Dependent,Fall,Center A,253,Denied
107337,Oceania,Brazil,Master's,N,N,40054,1962,Midwest,103180.81,Weekly,Y,Business,Fall,Center D,192,Certified
107338,Oceania,Canada,High School,Y,Y,46689,2017,South,12637.16,Yearly,N,Work,Spring,Center A,21,Certified
107339,North America,India,Bachelor's,Y,Y,45607,1993,West,64487.99,Weekly,N,PR,Fall,Center B,355,Certified
107340,Africa,Australia,Bachelor's,Y,N,43927,2016,South,133746.39,Yearly,Y,Tourist,Winter,Center D,71,Certified
107341,Africa,Nigeria,Bachelor's,N,N,27746,1994,Northeast,65547.33,Weekly,Y,Work,Summer,Center D,142,Denied
107342,Asia,India,Diploma,Y,Y,2554,1981,Northeast,76429.91,Hourly,Y,PR,Winter,Center A,70,Certified
107343,North America,UK,Diploma,N,Y,12702,1990,South,45959.46,Monthly,N,Dependent,Fall,Center A,311,Certified
107344,South America,Canada,Master's,Y,Y,31315,1993,South,84912.06,Weekly,Y,Work,Fall,Center B,290,Certified
107345,North America,Canada,Master's,Y,N,33543,2015,Midwest,82261.91,Monthly,Y,Work,Winter,Center D,280,Certified
107346,Africa,Japan,Bachelor's,N,N,30559,1957,South,18918.0,Monthly,Y,PR,Fall,Center C,205,Certified
107347,South America,UK,Bachelor's,Y,N,6459,1966,South,20952.81,Weekly,Y,Student,Summer,Center C,190,Certified
107348,Africa,UAE,Master's,N,N,19723,2006,Northeast,27176.26,Weekly,Y,Dependent,Spring,Center A,94,Certified
107349,North America,UK,Master's,Y,N,34758,1985,West,143594.45,Weekly,N,Dependent,Winter,Center D,231,Certified
107350,Africa,UAE,Diploma,Y,Y,13564,1957,Midwest,129179.42,Yearly,N,Work,Fall,Center B,210,Certified
107351,Oceania,Brazil,Bachelor's,N,N,31915,2018,Northeast,78288.23,Weekly,Y,Tourist,Spring,Center A,208,Denied
107352,Europe,India,Diploma,Y,Y,30527,1985,South,122487.01,Hourly,Y,Dependent,Summer,Center A,141,Certified
107353,South America,China,Bachelor's,Y,N,1737,2019,South,126629.15,Hourly,Y,Tourist,Fall,Center C,231,Certified
107354,Oceania,China,Master's,Y,Y,22450,2007,South,48499.73,Hourly,N,Student,Summer,Center B,114,Denied
107355,Asia,Canada,High School,Y,N,37964,1981,Northeast,36724.06,Yearly,N,Dependent,Spring,Center C,302,Denied
107356,Europe,China,High School,N,Y,30294,1999,West,82247.66,Hourly,Y,Tourist,Winter,Center B,7,Certified
107357,Oceania,UAE,Diploma,Y,Y,4681,2018,West,119931.34,Monthly,Y,Dependent,Winter,Center B,41,Certified
107358,Africa,UK,Bachelor's,Y,N,41225,2023,Northeast,105055.34,Weekly,Y,PR,Spring,Center B,301,Certified
107359,North America,UK,PhD,Y,N,1193,2009,Northeast,133010.61,Weekly,Y,Dependent,Spring,Center A,53,Certified
107360,Africa,UK,Diploma,Y,Y,49647,1954,Midwest,6094.85,Yearly,Y,Dependent,Fall,Center B,162,Certified
107361,Asia,Australia,PhD,Y,N,35020,2004,Midwest,60232.8,Weekly,Y,Tourist,Spring,Center A,208,Certified
107362,North America,Nigeria,Bachelor's,Y,Y,15349,1995,South,105622.83,Hourly,Y,PR,Winter,Center D,361,Denied
107363,South America,UAE,Bachelor's,Y,Y,16006,1998,South,46446.14,Weekly,Y,Tourist,Spring,Center A,251,Certified
107364,South America,Japan,High School,Y,N,4896,2011,South,47733.44,Hourly,Y,Work,Winter,Center A,260,Certified
107365,Africa,UK,High School,N,Y,26295,1954,West,117818.16,Yearly,Y,Student,Summer,Center D,16,Certified
107366,Europe,UK,Master's,Y,Y,49117,1988,Northeast,77955.21,Yearly,Y,Tourist,Spring,Center D,278,Certified
107367,North America,Australia,High School,Y,N,41147,1975,West,22947.65,Hourly,Y,Work,Fall,Center A,122,Certified
107368,Oceania,India,Bachelor's,Y,Y,46693,1971,Northeast,93298.93,Monthly,Y,Tourist,Summer,Center B,123,Certified
107369,Europe,Canada,Diploma,Y,N,43918,2009,West,122085.11,Monthly,Y,Student,Fall,Center C,248,Denied
107370,Africa,Canada,Bachelor's,Y,N,20436,2004,Northeast,71377.77,Hourly,Y,PR,Summer,Center C,166,Certified
107371,Oceania,Brazil,PhD,Y,Y,13844,1993,Midwest,85193.66,Weekly,Y,Business,Spring,Center C,82,Certified
107372,Oceania,Germany,Master's,N,N,26808,1971,Northeast,72698.23,Monthly,Y,PR,Winter,Center D,14,Certified
107373,North America,Australia,Bachelor's,Y,Y,44415,1979,Northeast,23624.88,Hourly,Y,Student,Fall,Center B,162,Certified
107374,South America,Australia,Bachelor's,Y,N,27031,2016,South,90141.35,Monthly,N,Work,Summer,Center A,196,Certified
107375,South America,Germany,PhD,Y,Y,1966,2022,Midwest,74179.55,Monthly,Y,Business,Spring,Center B,320,Certified
107376,Africa,Japan,Master's,N,N,47124,1978,Northeast,67366.48,Yearly,Y,Student,Spring,Center A,93,Certified
107377,North America,Germany,High School,N,N,11161,2011,South,16717.53,Yearly,Y,Dependent,Fall,Center C,74,Certified
107378,Oceania,Canada,Bachelor's,Y,N,41141,1975,Midwest,20726.88,Hourly,Y,Work,Fall,Center C,163,Certified
107379,Africa,Japan,Bachelor's,N,N,30047,1989,South,7931.39,Yearly,Y,Dependent,Spring,Center D,41,Certified
107380,South America,Australia,Master's,Y,N,2815,1952,West,69120.33,Monthly,Y,Work,Winter,Center B,261,Certified
107381,Oceania,China,Bachelor's,Y,N,37140,2011,Northeast,142089.51,Hourly,Y,PR,Spring,Center C,151,Certified
107382,Oceania,India,PhD,Y,Y,29711,1984,Northeast,98739.58,Weekly,Y,Work,Summer,Center B,233,Certified
107383,Asia,UK,Master's,Y,N,9014,1996,South,129104.05,Weekly,Y,Business,Summer,Center B,123,Certified
107384,Europe,UAE,Bachelor's,Y,Y,15164,1964,Midwest,77669.98,Hourly,Y,Tourist,Fall,Center D,112,Denied
107385,Africa,India,High School,Y,N,14789,1986,Northeast,61022.15,Hourly,N,Tourist,Summer,Center D,102,Certified
107386,Oceania,UAE,Bachelor's,Y,N,19534,1953,West,131221.67,Yearly,Y,Tourist,Spring,Center D,292,Certified
107387,Asia,Australia,High School,Y,Y,10695,1986,West,40760.66,Monthly,Y,Student,Spring,Center D,350,Certified
107388,South America,Canada,Bachelor's,Y,N,46324,1990,West,142043.13,Yearly,Y,Student,Fall,Center A,341,Certified
107389,Africa,Japan,PhD,Y,Y,31785,1967,South,94241.33,Hourly,N,Tourist,Summer,Center A,48,Certified
107390,South America,Japan,Master's,Y,N,2123,2019,South,139663.22,Weekly,Y,PR,Summer,Center B,157,Certified
107391,South America,Germany,High School,Y,Y,27891,1961,Midwest,129734.28,Yearly,N,PR,Summer,Center A,313,Certified
107392,Africa,UK,Master's,N,N,32198,1964,West,124336.07,Yearly,Y,Dependent,Summer,Center C,327,Certified
107393,Asia,Brazil,PhD,Y,N,34272,2004,West,27136.58,Monthly,Y,Work,Fall,Center A,312,Certified
107394,Africa,UK,Master's,Y,N,45762,1993,Northeast,131180.47,Monthly,Y,Tourist,Winter,Center B,185,Certified
107395,Oceania,UK,Master's,Y,N,46725,2008,Northeast,72190.32,Hourly,N,Dependent,Fall,Center A,314,Certified
107396,South America,Germany,PhD,Y,N,40208,1987,South,50412.45,Yearly,N,Student,Spring,Center B,156,Certified
107397,North America,UAE,PhD,Y,N,44073,1981,South,118822.46,Yearly,Y,Business,Summer,Center A,54,Certified
107398,South America,Japan,Diploma,N,N,7267,1968,West,140815.19,Weekly,Y,Student,Summer,Center B,105,Certified
